id,match_id,labels,confidence,time_range,heroes,结果,批注
25,8825993964,囤野/堆野,0.72,04:56-05:06,天辉：巫妖；夜魇：无,,
26,8825993964,小规模冲突,0.76,05:14-05:34,天辉：电炎绝手；夜魇：祈求者,击杀结果：天辉 1 - 0 夜魇；死亡：05:34 祈求者,
27,8825993964,控符,0.88,05:43-05:48,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,
28,8825993964,控符,0.88,05:45-05:50,夜魇赏金符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取夜魇赏金神符,
29,8825993964,控符,0.82,05:55-06:00,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,神符刷新在另一侧,
30,8825993964,控符,0.88,06:06-06:11,"上符点附近： FLCN(天辉)： 电炎绝手, 朗戈; GLYPH(夜魇)： 无",电炎绝手罐装护盾神符,
31,8825993964,控符,0.9,06:53-07:03,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取智慧神符,
32,8825993964,控符,0.9,06:53-07:03,天辉侧智慧神符附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取智慧神符,
33,8825993964,囤野/堆野,0.72,06:56-07:06,天辉：巫妖；夜魇：无,,
34,8825993964,囤野/堆野,0.72,06:56-07:06,天辉：电炎绝手；夜魇：无,,
35,8825993964,拉野,0.66,07:05-07:19,天辉：小小、巫妖；夜魇：无,线上小兵与中立单位交战/死亡 2 条，死亡 2 条；样例: 07:13 npc_dota_neutral_polar_furbolg_ursa_warrior->npc_dota_creep_goodguys_melee; 07:19 npc_dota_neutral_enraged_wildkin->npc_dota_creep_goodguys_ranged,
36,8825993964,小规模冲突,0.7,07:25-07:34,天辉：朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、风行者,击杀结果：天辉 1 - 0 夜魇；死亡：07:34 树精卫士,
37,8825993964,控符,0.82,07:55-08:00,上符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,神符刷新在另一侧,
38,8825993964,囤野/堆野,0.72,07:56-08:06,天辉：无；夜魇：祈求者,,
39,8825993964,小规模冲突,0.7,07:57-08:17,天辉：小小、巫妖；夜魇：拉比克、树精卫士、酒仙、风行者,击杀结果：天辉 0 - 2 夜魇；死亡：08:07 巫妖、08:17 小小,
40,8825993964,控符,0.88,08:05-08:10,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者反补急速神符,
41,8825993964,控符,0.88,08:40-08:45,夜魇赏金符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取夜魇赏金神符,
42,8825993964,控符,0.88,08:44-08:49,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,
43,8825993964,囤野/堆野,0.72,08:56-09:06,天辉：小小；夜魇：无,,
44,8825993964,囤野/堆野,0.72,08:56-09:06,天辉：电炎绝手；夜魇：无,,
45,8825993964,囤野/堆野,0.72,08:56-09:06,天辉：无；夜魇：祈求者,,
46,8825993964,囤野/堆野,0.72,08:56-09:06,天辉：无；夜魇：风行者,,
47,8825993964,小规模冲突 / 守塔团,0.7,09:14-09:27,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：拉比克、祈求者,击杀结果：天辉 1 - 0 夜魇；死亡：09:27 拉比克,
48,8825993964,控符,0.82,09:55-10:00,上符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,神符刷新在另一侧,
49,8825993964,囤野/堆野,0.72,09:56-10:06,天辉：朗戈；夜魇：无,,
50,8825993964,控符,0.88,10:04-10:09,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装恢复神符,
51,8825993964,小规模冲突,0.7,10:08-10:22,天辉：巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、风行者,击杀结果：天辉 3 - 1 夜魇；死亡：10:18 朗戈、10:20 树精卫士、10:21 拉比克、10:22 风行者,
52,8825993964,小规模冲突 / 守塔团,0.7,11:43-11:50,天辉：小小、巫妖；夜魇：拉比克、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：11:50 巫妖,
53,8825993964,控符,0.88,11:57-12:02,"上符点附近： FLCN(天辉)： 电炎绝手, 朗戈; GLYPH(夜魇)： 无",电炎绝手罐装隐身神符,
54,8825993964,小规模冲突 / 守塔团,0.7,12:33-12:37,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：树精卫士,击杀结果：天辉 1 - 0 夜魇；死亡：12:37 树精卫士,
55,8825993964,囤野/堆野,0.72,12:56-13:06,天辉：无；夜魇：祈求者,,
56,8825993964,控符,0.88,13:08-13:13,"夜魇赏金符点附近： FLCN(天辉)： 巫妖, 玛尔斯; GLYPH(夜魇)： 无",玛尔斯拾取夜魇赏金神符,
57,8825993964,开雾,0.86,13:33-14:06,天辉：无；夜魇：拉比克、酒仙,"使用: GLYPH(夜魇) 拉比克; 进入: 酒仙, 拉比克；位置：下路/下半区 raw=(162,92) game=(4392,-4583)",
58,8825993964,拉野,0.66,13:34-13:55,天辉：无；夜魇：无,线上小兵与中立单位交战/死亡 2 条，死亡 2 条；样例: 13:42 npc_dota_neutral_polar_furbolg_ursa_warrior->npc_dota_creep_badguys_melee; 13:55 npc_dota_neutral_polar_furbolg_ursa_warrior->npc_dota_creep_badguys_flagbearer,
59,8825993964,控符,0.88,13:53-13:58,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,
60,8825993964,控符,0.82,13:55-14:00,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 酒仙, 拉比克",神符刷新在另一侧,
61,8825993964,囤野/堆野,0.72,13:56-14:06,天辉：小小；夜魇：无,,
62,8825993964,囤野/堆野,0.72,13:56-14:06,天辉：朗戈；夜魇：无,,
63,8825993964,控符,0.9,13:57-14:07,天辉侧智慧神符附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取智慧神符,
64,8825993964,团战,0.78,14:03-14:44,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 2 - 2 夜魇；死亡：14:12 玛尔斯、14:13 祈求者、14:39 巫妖、14:41 酒仙,
65,8825993964,控符,0.88,14:06-14:11,"下符点附近： FLCN(天辉)： 玛尔斯; GLYPH(夜魇)： 酒仙, 祈求者, 拉比克",酒仙拾取幻象神符,
66,8825993964,控符,0.9,14:52-15:02,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取智慧神符,
67,8825993964,囤野/堆野,0.72,14:56-15:06,天辉：小小；夜魇：无,,
68,8825993964,囤野/堆野,0.72,14:56-15:06,天辉：朗戈；夜魇：无,,
69,8825993964,囤野/堆野,0.72,14:56-15:06,天辉：玛尔斯；夜魇：无,,
70,8825993964,囤野/堆野,0.72,14:56-15:06,天辉：无；夜魇：拉比克,,
71,8825993964,囤野/堆野,0.72,14:56-15:06,天辉：无；夜魇：树精卫士,,
72,8825993964,开雾,0.86,15:52-16:09,天辉：巫妖、朗戈、玛尔斯；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 玛尔斯；位置：中路/河道 raw=(109,128) game=(-2459,39)",
73,8825993964,控符,0.88,16:02-16:07,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 无",电炎绝手罐装奥术神符,
74,8825993964,囤野/堆野,0.72,16:56-17:06,天辉：电炎绝手；夜魇：无,,
75,8825993964,囤野/堆野,0.72,16:56-17:06,天辉：无；夜魇：拉比克,,
76,8825993964,囤野/堆野,0.72,16:56-17:06,天辉：无；夜魇：祈求者,,
77,8825993964,控符,0.88,16:57-17:02,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,
78,8825993964,小规模冲突,0.7,17:06-17:14,天辉：小小、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、酒仙,击杀结果：天辉 0 - 0 夜魇；死亡：无,
79,8825993964,小规模冲突,0.7,17:18-17:25,天辉：巫妖、朗戈；夜魇：树精卫士、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：17:25 巫妖,
80,8825993964,控符,0.88,17:35-17:40,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,
81,8825993964,控符,0.88,17:55-18:00,"上符点附近： FLCN(天辉)： 电炎绝手, 朗戈; GLYPH(夜魇)： 无",电炎绝手罐装双倍神符,
82,8825993964,囤野/堆野,0.72,17:56-18:06,天辉：朗戈；夜魇：无,,
83,8825993964,囤野/堆野,0.72,17:56-18:06,天辉：无；夜魇：祈求者,,
84,8825993964,囤野/堆野,0.72,18:56-19:06,天辉：无；夜魇：风行者,,
85,8825993964,控符,0.88,19:26-19:31,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手拾取双倍神符,
86,8825993964,囤野/堆野,0.72,19:56-20:06,天辉：无；夜魇：风行者,,
87,8825993964,控符,0.88,20:02-20:07,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者反补奥术神符,
88,8825993964,控符,0.88,20:09-20:14,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,
89,8825993964,资源获得,0.95,20:26-20:26,天辉：巫妖；夜魇：无,FLCN(天辉) 巫妖击杀魔晶/获得魔晶,
90,8825993964,控符,0.88,20:55-21:00,天辉赏金符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取天辉赏金神符,
91,8825993964,囤野/堆野,0.72,20:56-21:06,天辉：玛尔斯；夜魇：无,,
92,8825993964,囤野/堆野,0.72,20:56-21:06,天辉：电炎绝手；夜魇：无,,
93,8825993964,囤野/堆野,0.72,20:56-21:06,天辉：无；夜魇：拉比克,,
94,8825993964,囤野/堆野,0.72,20:56-21:06,天辉：无；夜魇：风行者,,
95,8825993964,控符,0.9,20:58-21:08,天辉侧智慧神符附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,朗戈拾取智慧神符,
96,8825993964,控符,0.9,21:00-21:10,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取智慧神符,
97,8825993964,控符,0.82,21:55-22:00,上符点附近： FLCN(天辉)： 朗戈; GLYPH(夜魇)： 无,神符刷新在另一侧,
98,8825993964,囤野/堆野,0.72,21:56-22:06,天辉：无；夜魇：酒仙,,
99,8825993964,控符,0.88,22:03-22:08,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取护盾神符,
100,8825993964,开雾,0.86,22:20-22:41,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：无,"使用: FLCN(天辉) 巫妖; 进入: 朗戈, 巫妖, 电炎绝手, 小小；位置：下路/下半区 raw=(134,93) game=(743,-4506)",
101,8825993964,小规模冲突,0.7,22:42-22:46,天辉：小小、朗戈、电炎绝手；夜魇：拉比克,击杀结果：天辉 1 - 0 夜魇；死亡：22:46 拉比克,
102,8825993964,肉山尝试,0.78,23:06-23:40,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：祈求者、酒仙,,
103,8825993964,开雾,0.86,23:35-23:46,天辉：无；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,"使用: GLYPH(夜魇) 树精卫士; 进入: 酒仙, 祈求者, 拉比克, 树精卫士, 风行者；位置：中路/河道 raw=(126,150) game=(-288,2820)",
104,8825993964,开雾,0.86,23:42-23:46,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 电炎绝手, 小小；位置：中路/河道 raw=(103,126) game=(-3221,-261)",
105,8825993964,团战,0.78,23:47-24:08,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 0 - 2 夜魇；死亡：23:56 玛尔斯、23:59 小小,
106,8825993964,控符,0.88,23:57-24:02,"上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者, 拉比克, 树精卫士",树精卫士拾取隐身神符,
107,8825993964,控符,0.88,24:34-24:39,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取夜魇赏金神符,
108,8825993964,肉山击杀,0.95,24:35-24:35,天辉：无；夜魇：风行者,GLYPH(夜魇)击杀肉山；GLYPH(夜魇) 风行者获得肉山盾,
109,8825993964,控符,0.88,24:44-24:49,天辉赏金符点附近： FLCN(天辉)： 巫妖; GLYPH(夜魇)： 无,巫妖拾取天辉赏金神符,
110,8825993964,囤野/堆野,0.72,24:56-25:06,天辉：巫妖；夜魇：无,,
111,8825993964,囤野/堆野,0.72,24:56-25:06,天辉：无；夜魇：祈求者,,
112,8825993964,团战,0.78,25:30-26:15,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：25:55 电炎绝手,
113,8825993964,控符,0.88,26:28-26:33,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取急速神符,
114,8825993964,控符,0.9,27:52-28:02,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取智慧神符,
115,8825993964,控符,0.9,27:52-28:02,"天辉侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 酒仙, 拉比克",酒仙拾取智慧神符,
116,8825993964,控符,0.88,27:55-28:00,下符点附近： FLCN(天辉)： 小小; GLYPH(夜魇)： 无,小小拾取幻象神符,
117,8825993964,开雾,0.86,28:15-28:32,天辉：无；夜魇：拉比克、树精卫士、酒仙、风行者,"使用: GLYPH(夜魇) 树精卫士; 进入: 酒仙, 拉比克, 树精卫士, 风行者；位置：上路/上半区 raw=(77,131) game=(-6532,416)",
118,8825993964,控符,0.88,28:23-28:28,天辉赏金符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手罐装天辉赏金神符,
119,8825993964,小规模冲突,0.7,28:28-28:50,天辉：小小、朗戈、电炎绝手；夜魇：树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：28:50 小小,
120,8825993964,囤野/堆野,0.72,28:56-29:06,天辉：玛尔斯；夜魇：无,,
121,8825993964,小规模冲突,0.68,29:35-29:37,天辉：电炎绝手；夜魇：祈求者,击杀结果：未记录英雄击杀,
122,8825993964,控符,0.88,29:43-29:48,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取夜魇赏金神符,
123,8825993964,囤野/堆野,0.72,29:56-30:06,天辉：无；夜魇：拉比克,,
124,8825993964,控符,0.88,29:59-30:04,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取双倍神符,
125,8825993964,小规模冲突,0.68,30:08-30:12,天辉：玛尔斯；夜魇：拉比克、树精卫士、祈求者,击杀结果：未记录英雄击杀；死亡：无,
126,8825993964,开雾,0.86,30:26-31:01,天辉：无；夜魇：拉比克、树精卫士、风行者,"使用: GLYPH(夜魇) 树精卫士; 进入: 拉比克, 树精卫士, 风行者；位置：上路/上半区 raw=(85,168) game=(-5556,5179)",
127,8825993964,小规模冲突,0.76,30:27-30:47,天辉：巫妖、朗戈、玛尔斯；夜魇：酒仙,击杀结果：天辉 1 - 0 夜魇；死亡：30:47 酒仙,
128,8825993964,开雾,0.86,31:09-31:16,天辉：巫妖、朗戈、电炎绝手；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 电炎绝手；位置：上路/上半区 raw=(95,131) game=(-4244,414)",
129,8825993964,小规模冲突,0.7,31:16-31:35,天辉：巫妖、朗戈、电炎绝手；夜魇：拉比克、树精卫士、祈求者、风行者,击杀结果：天辉 1 - 3 夜魇；死亡：31:21 树精卫士、31:30 电炎绝手、31:31 朗戈、31:35 巫妖,
130,8825993964,控符,0.82,31:55-32:00,"上符点附近： FLCN(天辉)： 巫妖, 电炎绝手; GLYPH(夜魇)： 无",神符刷新在另一侧,
131,8825993964,控符,0.88,32:20-32:25,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取恢复神符,
132,8825993964,控符,0.88,32:53-32:58,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取夜魇赏金神符,
133,8825993964,资源获得,0.95,33:01-33:01,天辉：无；夜魇：树精卫士,GLYPH(夜魇) 树精卫士击杀魔晶/获得魔晶,
134,8825993964,开雾,0.86,33:07-33:31,天辉：无；夜魇：拉比克、树精卫士、酒仙、风行者,"使用: GLYPH(夜魇) 拉比克; 进入: 酒仙, 拉比克, 树精卫士, 风行者；位置：下路/下半区 raw=(185,75) game=(7321,-6752)",
135,8825993964,肉山团 / 团战,0.78,33:28-34:08,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 1 - 2 夜魇；死亡：33:44 巫妖、33:44 朗戈、33:47 树精卫士；目标：肉山相关,
136,8825993964,控符,0.88,34:33-34:38,"上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克, 树精卫士",拉比克拾取隐身神符,
137,8825993964,肉山击杀,0.95,34:45-34:45,天辉：无；夜魇：风行者,GLYPH(夜魇)击杀肉山；GLYPH(夜魇) 风行者获得肉山盾,
138,8825993964,控符,0.88,34:53-34:58,天辉赏金符点附近： FLCN(天辉)： 玛尔斯; GLYPH(夜魇)： 无,玛尔斯拾取天辉赏金神符,
139,8825993964,控符,0.9,34:53-35:03,夜魇侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 树精卫士,树精卫士拾取智慧神符,
140,8825993964,控符,0.9,34:54-35:04,天辉侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 酒仙,酒仙拾取智慧神符,
141,8825993964,资源获得,0.95,36:03-36:03,天辉：玛尔斯；夜魇：无,FLCN(天辉) 玛尔斯获得/放置战旗,
142,8825993964,控符,0.88,36:09-36:14,下符点附近： FLCN(天辉)： 玛尔斯; GLYPH(夜魇)： 无,玛尔斯拾取双倍神符,
143,8825993964,高地团 / 团战 / 守塔团,0.78,36:16-36:39,天辉：小小、巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 1 - 2 夜魇；死亡：36:31 风行者[带盾阵亡]、36:33 巫妖、36:39 玛尔斯,
144,8825993964,带盾阵亡,0.95,36:31-36:31,天辉：无；夜魇：风行者,36:31 风行者 带盾阵亡/消耗不朽盾；Aegis 获取时间 34:45,
145,8825993964,高地团 / 团战,0.78,36:53-37:48,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 3 - 2 夜魇；死亡：37:07 风行者、37:15 树精卫士、37:30 酒仙、37:36 巫妖、37:44 小小,
146,8825993964,控符,0.88,38:05-38:10,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取恢复神符,
147,8825993964,高地团 / 小规模冲突,0.7,38:16-38:39,天辉：玛尔斯、电炎绝手；夜魇：拉比克、祈求者,击杀结果：天辉 0 - 2 夜魇；死亡：38:27 玛尔斯、38:39 电炎绝手,
148,8825993964,高地团 / 团战 / 守塔团,0.78,39:13-39:36,天辉：小小、巫妖、朗戈、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：天辉 0 - 2 夜魇；死亡：39:27 朗戈、39:28 巫妖,
149,8825993964,控符,0.88,39:49-39:54,天辉赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取天辉赏金神符,
150,8825993964,控符,0.82,39:55-40:00,上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 树精卫士,神符刷新在另一侧,
151,8825993964,控符,0.88,39:56-40:01,天辉赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克,拉比克拾取天辉赏金神符,
152,8825993964,囤野/堆野,0.72,39:56-40:06,天辉：无；夜魇：拉比克,,
153,8825993964,控符,0.88,40:03-40:08,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 树精卫士,树精卫士拾取急速神符,
154,8825993964,控符,0.88,40:14-40:19,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 酒仙,酒仙拾取夜魇赏金神符,
155,8825993964,小规模冲突,0.76,41:06-41:26,天辉：玛尔斯、电炎绝手；夜魇：树精卫士,击杀结果：天辉 1 - 0 夜魇；死亡：41:26 树精卫士,
156,8825993964,开雾,0.86,41:32-41:42,天辉：巫妖、朗戈、玛尔斯、电炎绝手；夜魇：无,"使用: FLCN(天辉) 朗戈; 进入: 朗戈, 巫妖, 玛尔斯, 电炎绝手；位置：中路/河道 raw=(96,111) game=(-4041,-2184)",
157,8825993964,控符,0.9,41:53-42:03,天辉侧智慧神符附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取智慧神符,
158,8825993964,控符,0.88,41:59-42:04,下符点附近： FLCN(天辉)： 电炎绝手; GLYPH(夜魇)： 无,电炎绝手拾取护盾神符,
159,8825993964,小规模冲突,0.7,42:50-43:04,天辉：小小、朗戈；夜魇：拉比克、祈求者、酒仙、风行者,击杀结果：天辉 0 - 1 夜魇；死亡：43:04 朗戈,
160,8825993964,控符,0.82,43:55-44:00,"上符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 拉比克, 树精卫士",神符刷新在另一侧,
161,8825993964,控符,0.88,43:59-44:04,下符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取奥术神符,
162,8825993964,控符,0.88,44:08-44:13,天辉赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 祈求者,祈求者拾取天辉赏金神符,
163,8825993964,控符,0.88,44:11-44:16,夜魇赏金符点附近： FLCN(天辉)： 无; GLYPH(夜魇)： 风行者,风行者拾取夜魇赏金神符,
164,8825993964,开雾,0.86,44:17-44:47,天辉：小小、巫妖、玛尔斯；夜魇：无,"使用: FLCN(天辉) 巫妖; 进入: 巫妖, 玛尔斯, 小小；位置：中路/河道 raw=(82,96) game=(-5848,-4116)",
165,8825993964,肉山尝试,0.78,44:23-45:12,天辉：巫妖；夜魇：拉比克、树精卫士、酒仙,,
166,8825993964,团战,0.78,44:47-45:18,天辉：巫妖、朗戈、玛尔斯、电炎绝手；夜魇：拉比克、树精卫士、祈求者、酒仙、风行者,击杀结果：未记录英雄击杀；死亡：无,
